% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
8.023	1	2	803	4	2	28	9422	0	0
8.024	1	1	803	5	1	28	9422	0	0
8.025	1	2	803	6	2	28	9422	0	0
8.027	1	1	803	8	1	28	9422	0	0
8.028	1	2	803	9	2	28	9422	0	0
8.029	1	1	803	10	1	28	9422	0	0
8.03	1	2	804	1	2	28	9422	0	0
8.031	1	1	804	2	1	28	9422	0	0
8.032	1	2	804	3	2	28	9422	0	0
8.033	1	1	804	4	1	28	9422	0	0
8.034	1	2	804	5	2	28	9422	0	0
8.036	1	1	804	7	1	28	9422	0	0
8.037	1	2	804	8	2	28	9422	0	0
8.038	1	1	804	9	1	28	9422	0	0
8.039	1	2	804	10	2	28	9422	0	0
8.04	1	1	805	1	1	28	9422	0	0
8.041	1	2	805	2	2	28	9422	0	0
8.042	1	1	805	3	1	28	9422	0	0
8.043	1	2	805	4	2	28	9422	0	0
8.045	1	1	805	6	1	28	9422	0	0
8.046	1	2	805	7	2	28	9422	0	0
8.047	1	1	805	8	1	28	9422	0	0
8.048	1	2	805	9	2	28	9422	0	0
8.049	1	1	805	10	1	28	9422	0	0
8.05	1	2	806	1	2	28	9422	0	0
8.051	1	1	806	2	1	28	9422	0	0
8.052	1	2	806	3	2	28	9422	0	0
8.054	1	1	806	5	1	28	9422	0	0
8.055	1	2	806	6	2	28	9422	0	0
8.056	1	1	806	7	1	28	9422	0	0
8.057	1	2	806	8	2	28	9422	0	0
8.058	1	1	806	9	1	28	9422	0	0
8.059	1	2	806	10	2	28	9422	0	0
8.06	1	1	807	1	1	28	9422	0	0
8.061	1	2	807	2	2	28	9422	0	0
8.062	1	1	807	3	1	28	9422	0	0
8.063	1	2	807	4	2	28	9422	0	0
8.065	1	1	807	6	1	28	9422	0	0
8.066	1	2	807	7	2	28	9422	0	0
8.067	1	1	807	8	1	28	9422	0	0
8.068	1	2	807	9	2	28	9422	0	0
8.069	1	1	807	10	1	28	9422	0	0
8.07	1	2	808	1	2	28	9422	0	0
8.071	1	1	808	2	1	28	9422	0	0
8.072	1	2	808	3	2	28	9422	0	0
8.074	1	1	808	5	1	28	9422	0	0
8.075	1	2	808	6	2	28	9422	0	0
8.076	1	1	808	7	1	28	9422	0	0
8.077	1	2	808	8	2	28	9422	0	0
8.078	1	1	808	9	1	28	9422	0	0
8.079	1	2	808	10	2	28	9422	0	0
8.08	1	1	809	1	1	28	9422	0	0
8.081	1	2	809	2	2	28	9422	0	0
8.083	1	1	809	4	1	28	9422	0	0
8.084	1	2	809	5	2	28	9422	0	0
8.085	1	1	809	6	1	28	9422	0	0
8.086	1	2	809	7	2	28	9422	0	0
8.087	1	1	809	8	1	28	9422	0	0
8.088	1	2	809	9	2	28	9422	0	0
8.089	1	1	809	10	1	28	9422	0	0
8.09	1	2	810	1	2	28	9422	0	0
8.092	1	1	810	3	1	28	9422	0	0
8.093	1	2	810	4	2	28	9422	0	0
8.094	1	1	810	5	1	28	9422	0	0
8.095	1	2	810	6	2	28	9422	0	0
8.096	1	1	810	7	1	28	9422	0	0
8.097	1	2	810	8	2	28	9422	0	0
8.098	1	1	810	9	1	28	9422	0	0
8.099	1	2	810	10	2	28	9422	0	0
8.101	1	1	811	2	1	28	9422	0	0
8.102	1	2	811	3	2	28	9422	0	0
8.103	1	1	811	4	1	28	9422	0	0
8.104	1	2	811	5	2	28	9422	0	0
8.105	1	1	811	6	1	28	9422	0	0
8.106	1	2	811	7	2	28	9422	0	0
8.107	1	1	811	8	1	28	9422	0	0
8.108	1	2	811	9	2	28	9422	0	0
8.11	1	1	812	1	1	28	9422	0	0
8.111	1	2	812	2	2	28	9422	0	0
8.112	1	1	812	3	1	28	9422	0	0
8.113	1	2	812	4	2	28	9422	0	0
8.114	1	1	812	5	1	28	9422	0	0
8.115	1	2	812	6	2	28	9422	0	0
8.116	1	1	812	7	1	28	9422	0	0
8.117	1	2	812	8	2	28	9422	0	0
8.118	1	1	812	9	1	28	9422	0	0
8.119	1	2	812	10	2	28	9422	0	0
8.121	1	1	813	2	1	28	9422	0	0
8.122	1	2	813	3	2	28	9422	0	0
8.123	1	1	813	4	1	28	9422	0	0
8.124	1	2	813	5	2	28	9422	0	0
8.125	1	1	813	6	1	28	9422	0	0
8.126	1	2	813	7	2	28	9422	0	0
8.127	1	1	813	8	1	28	9422	0	0
8.128	1	2	813	9	2	28	9422	0	0
8.13	1	1	814	1	1	28	9422	0	0
8.131	1	2	814	2	2	28	9422	0	0
8.132	1	1	814	3	1	28	9422	0	0
8.133	1	2	814	4	2	28	9422	0	0
8.134	1	1	814	5	1	28	9422	0	0
8.135	1	2	814	6	2	28	9422	0	0
8.136	1	1	814	7	1	28	9422	0	0
8.137	1	2	814	8	2	28	9422	0	0
8.139	1	1	814	10	1	28	9422	0	0
8.14	1	2	815	1	2	28	9422	0	0
8.141	1	1	815	2	1	28	9422	0	0
8.142	1	2	815	3	2	28	9422	0	0
8.143	1	1	815	4	1	28	9422	0	0
8.144	1	2	815	5	2	28	9422	0	0
8.145	1	1	815	6	1	28	9422	0	0
8.146	1	2	815	7	2	28	9422	0	0
8.148	1	1	815	9	1	28	9422	0	0
8.149	1	2	815	10	2	28	9422	0	0
8.15	1	1	816	1	1	28	9422	0	0
8.151	1	2	816	2	2	28	9422	0	0
8.152	1	1	816	3	1	28	9422	0	0
8.153	1	2	816	4	2	28	9422	0	0
8.154	1	1	816	5	1	28	9422	0	0
8.155	1	2	816	6	2	28	9422	0	0
8.157	1	1	816	8	1	28	9422	0	0
8.158	1	2	816	9	2	28	9422	0	0
8.159	1	1	816	10	1	28	9422	0	0
8.16	1	2	817	1	2	28	9422	0	0
8.161	1	1	817	2	1	28	9422	0	0
8.162	1	2	817	3	2	28	9422	0	0
8.163	1	1	817	4	1	28	9422	0	0
8.164	1	2	817	5	2	28	9422	0	0
8.166	1	1	817	7	1	28	9422	0	0
8.167	1	2	817	8	2	28	9422	0	0
8.168	1	1	817	9	1	28	9422	0	0
8.169	1	2	817	10	2	28	9422	0	0
8.17	1	1	818	1	1	28	9422	0	0
8.171	1	2	818	2	2	28	9422	0	0
8.172	1	1	818	3	1	28	9422	0	0
8.173	1	2	818	4	2	28	9422	0	0
8.174	1	1	818	5	1	28	9422	0	0
8.175	1	2	818	6	2	28	9422	0	0
8.177	1	1	818	8	1	28	9422	0	0
8.178	1	2	818	9	2	28	9422	0	0
8.179	1	1	818	10	1	28	9422	0	0
8.18	1	2	819	1	2	28	9422	0	0
8.181	1	1	819	2	1	28	9422	0	0
8.182	1	2	819	3	2	28	9422	0	0
8.183	1	1	819	4	1	28	9422	0	0
8.184	1	2	819	5	2	28	9422	0	0
8.186	1	1	819	7	1	28	9422	0	0
8.187	1	2	819	8	2	28	9422	0	0
8.188	1	1	819	9	1	28	9422	0	0
8.189	1	2	819	10	2	28	9422	0	0
8.19	1	1	820	1	1	28	9422	0	0
8.191	1	2	820	2	2	28	9422	0	0
8.192	1	1	820	3	1	28	9422	0	0
8.193	1	2	820	4	2	28	9422	0	0
8.195	1	1	820	6	1	28	9422	0	0
8.196	1	2	820	7	2	28	9422	0	0
8.197	1	1	820	8	1	28	9422	0	0
8.198	1	2	820	9	2	28	9422	0	0
8.199	1	1	820	10	1	28	9422	0	0
8.2	1	2	821	1	2	28	9422	0	0
8.201	1	1	821	2	1	28	9422	0	0
8.202	1	2	821	3	2	28	9422	0	0
8.204	1	1	821	5	1	28	9422	0	0
8.205	1	2	821	6	2	28	9422	0	0
8.206	1	1	821	7	1	28	9422	0	0
8.207	1	2	821	8	2	28	9422	0	0
8.208	1	1	821	9	1	28	9422	0	0
8.209	1	2	821	10	2	28	9422	0	0
8.21	1	1	822	1	1	28	9422	0	0
8.211	1	2	822	2	2	28	9422	0	0
8.213	1	1	822	4	1	28	9422	0	0
8.214	1	2	822	5	2	28	9422	0	0
8.215	1	1	822	6	1	28	9422	0	0
8.216	1	2	822	7	2	28	9422	0	0
8.217	1	1	822	8	1	28	9422	0	0
8.218	1	2	822	9	2	28	9422	0	0
8.219	1	1	822	10	1	28	9422	0	0
8.22	1	2	823	1	2	28	9422	0	0
8.222	1	1	823	3	1	28	9422	0	0
8.223	1	2	823	4	2	28	9422	0	0
8.224	1	1	823	5	1	28	9422	0	0
8.225	1	2	823	6	2	28	9422	0	0
8.226	1	1	823	7	1	28	9422	0	0
8.227	1	2	823	8	2	28	9422	0	0
8.228	1	1	823	9	1	28	9422	0	0
8.229	1	2	823	10	2	28	9422	0	0
8.23	1	1	824	1	1	28	9422	0	0
8.231	1	2	824	2	2	28	9422	0	0
8.233	1	1	824	4	1	28	9422	0	0
8.234	1	2	824	5	2	28	9422	0	0
8.235	1	1	824	6	1	28	9422	0	0
8.236	1	2	824	7	2	28	9422	0	0
8.237	1	1	824	8	1	28	9422	0	0
8.238	1	2	824	9	2	28	9422	0	0
8.239	1	1	824	10	1	28	9422	0	0
8.24	1	2	825	1	2	28	9422	0	0
8.242	1	1	825	3	1	28	9422	0	0
8.243	1	2	825	4	2	28	9422	0	0
8.244	1	1	825	5	1	28	9422	0	0
8.245	1	2	825	6	2	28	9422	0	0
8.246	1	1	825	7	1	28	9422	0	0
8.247	1	2	825	8	2	28	9422	0	0
8.248	1	1	825	9	1	28	9422	0	0
8.249	1	2	825	10	2	28	9422	0	0
8.251	1	1	826	2	1	28	9422	0	0
8.252	1	2	826	3	2	28	9422	0	0
8.253	1	1	826	4	1	28	9422	0	0
8.254	1	2	826	5	2	28	9422	0	0
8.255	1	1	826	6	1	28	9422	0	0
8.256	1	2	826	7	2	28	9422	0	0
8.257	1	1	826	8	1	28	9422	0	0
8.258	1	2	826	9	2	28	9422	0	0
8.26	1	1	827	1	1	28	9422	0	0
8.261	1	2	827	2	2	28	9422	0	0
8.262	1	1	827	3	1	28	9422	0	0
8.263	1	2	827	4	2	28	9422	0	0
8.264	1	1	827	5	1	28	9422	0	0
8.265	1	2	827	6	2	28	9422	0	0
8.266	1	1	827	7	1	28	9422	0	0
8.267	1	2	827	8	2	28	9422	0	0
8.269	1	1	827	10	1	28	9422	0	0
8.27	1	2	828	1	2	28	9422	0	0
8.271	1	1	828	2	1	28	9422	0	0
8.272	1	2	828	3	2	28	9422	0	0
8.273	1	1	828	4	1	28	9422	0	0
8.274	1	2	828	5	2	28	9422	0	0
8.275	1	1	828	6	1	28	9422	0	0
8.276	1	2	828	7	2	28	9422	0	0
8.278	1	1	828	9	1	28	9422	0	0
8.279	1	2	828	10	2	28	9422	0	0
8.28	1	1	829	1	1	28	9422	0	0
8.281	1	2	829	2	2	28	9422	0	0
8.282	1	1	829	3	1	28	9422	0	0
8.283	1	2	829	4	2	28	9422	0	0
8.284	1	1	829	5	1	28	9422	0	0
8.285	1	2	829	6	2	28	9422	0	0
8.286	1	1	829	7	1	28	9422	0	0
8.287	1	2	829	8	2	28	9422	0	0
8.289	1	1	829	10	1	28	9422	0	0
8.29	1	2	830	1	2	28	9422	0	0
8.291	1	1	830	2	1	28	9422	0	0
8.292	1	2	830	3	2	28	9422	0	0
8.293	1	1	830	4	1	28	9422	0	0
8.294	1	2	830	5	2	28	9422	0	0
8.295	1	1	830	6	1	28	9422	0	0
8.296	1	2	830	7	2	28	9422	0	0
8.298	1	1	830	9	1	28	9422	0	0
8.299	1	2	830	10	2	28	9422	0	0
8.3	1	1	831	1	1	28	9422	0	0
8.301	1	2	831	2	2	28	9422	0	0
8.302	1	1	831	3	1	28	9422	0	0
8.303	1	2	831	4	2	28	9422	0	0
8.304	1	1	831	5	1	28	9422	0	0
8.305	1	2	831	6	2	28	9422	0	0
8.307	1	1	831	8	1	28	9422	0	0
8.308	1	2	831	9	2	28	9422	0	0
8.309	1	1	831	10	1	28	9422	0	0
8.31	1	2	832	1	2	28	9422	0	0
8.311	1	1	832	2	1	28	9422	0	0
8.312	1	2	832	3	2	28	9422	0	0
8.313	1	1	832	4	1	28	9422	0	0
8.314	1	2	832	5	2	28	9422	0	0
8.316	1	1	832	7	1	28	9422	0	0
8.317	1	2	832	8	2	28	9422	0	0
8.318	1	1	832	9	1	28	9422	0	0
8.319	1	2	832	10	2	28	9422	0	0
8.32	1	1	833	1	1	28	9422	0	0
8.321	1	2	833	2	2	28	9422	0	0
8.322	1	1	833	3	1	28	9422	0	0
8.323	1	2	833	4	2	28	9422	0	0
8.325	1	1	833	6	1	28	9422	0	0
8.326	1	2	833	7	2	28	9422	0	0
8.327	1	1	833	8	1	28	9422	0	0
8.328	1	2	833	9	2	28	9422	0	0
8.329	1	1	833	10	1	28	9422	0	0
8.33	1	2	834	1	2	28	9422	0	0
8.331	1	1	834	2	1	28	9422	0	0
8.332	1	2	834	3	2	28	9422	0	0
8.334	1	1	834	5	1	28	9422	0	0
8.335	1	2	834	6	2	28	9422	0	0
8.336	1	1	834	7	1	28	9422	0	0
8.337	1	2	834	8	2	28	9422	0	0
8.338	1	1	834	9	1	28	9422	0	0
8.339	1	2	834	10	2	28	9422	0	0
8.34	1	1	835	1	1	28	9422	0	0
8.341	1	2	835	2	2	28	9422	0	0
8.342	1	1	835	3	1	28	9422	0	0
8.343	1	2	835	4	2	28	9422	0	0
8.345	1	1	835	6	1	28	9422	0	0
8.346	1	2	835	7	2	28	9422	0	0
8.347	1	1	835	8	1	28	9422	0	0
8.348	1	2	835	9	2	28	9422	0	0
8.349	1	1	835	10	1	28	9422	0	0
8.35	1	2	836	1	2	28	9422	0	0
8.351	1	1	836	2	1	28	9422	0	0
8.352	1	2	836	3	2	28	9422	0	0
8.354	1	1	836	5	1	28	9422	0	0
8.355	1	2	836	6	2	28	9422	0	0
8.356	1	1	836	7	1	28	9422	0	0
8.357	1	2	836	8	2	28	9422	0	0
8.358	1	1	836	9	1	28	9422	0	0
8.359	1	2	836	10	2	28	9422	0	0
8.36	1	1	837	1	1	28	9422	0	0
8.361	1	2	837	2	2	28	9422	0	0
8.363	1	1	837	4	1	28	9422	0	0
8.364	1	2	837	5	2	28	9422	0	0
8.365	1	1	837	6	1	28	9422	0	0
8.366	1	2	837	7	2	28	9422	0	0
8.367	1	1	837	8	1	28	9422	0	0
8.368	1	2	837	9	2	28	9422	0	0
8.369	1	1	837	10	1	28	9422	0	0
8.37	1	2	838	1	2	28	9422	0	0
8.372	1	1	838	3	1	28	9422	0	0
8.373	1	2	838	4	2	28	9422	0	0
8.374	1	1	838	5	1	28	9422	0	0
8.375	1	2	838	6	2	28	9422	0	0
8.376	1	1	838	7	1	28	9422	0	0
8.377	1	2	838	8	2	28	9422	0	0
8.378	1	1	838	9	1	28	9422	0	0
8.379	1	2	838	10	2	28	9422	0	0
8.381	1	1	839	2	1	28	9422	0	0
8.382	1	2	839	3	2	28	9422	0	0
8.383	1	1	839	4	1	28	9422	0	0
8.384	1	2	839	5	2	28	9422	0	0
8.385	1	1	839	6	1	28	9422	0	0
8.386	1	2	839	7	2	28	9422	0	0
8.387	1	1	839	8	1	28	9422	0	0
8.388	1	2	839	9	2	28	9422	0	0
8.39	1	1	840	1	1	28	9422	0	0
8.391	1	2	840	2	2	28	9422	0	0
8.392	1	1	840	3	1	28	9422	0	0
8.393	1	2	840	4	2	28	9422	0	0
8.394	1	1	840	5	1	28	9422	0	0
8.395	1	2	840	6	2	28	9422	0	0
8.396	1	1	840	7	1	28	9422	0	0
8.397	1	2	840	8	2	28	9422	0	0
8.398	1	1	840	9	1	28	9422	0	0
8.399	1	2	840	10	2	28	9422	0	0
8.401	1	1	841	2	1	28	9422	0	0
8.402	1	2	841	3	2	28	9422	0	0
8.403	1	1	841	4	1	28	9422	0	0
8.404	1	2	841	5	2	28	9422	0	0
8.405	1	1	841	6	1	28	9422	0	0
8.406	1	2	841	7	2	28	9422	0	0
8.407	1	1	841	8	1	28	9422	0	0
8.408	1	2	841	9	2	28	9422	0	0
8.41	1	1	842	1	1	28	9422	0	0
8.411	1	2	842	2	2	28	9422	0	0
8.412	1	1	842	3	1	28	9422	0	0
8.413	1	2	842	4	2	28	9422	0	0
8.414	1	1	842	5	1	28	9422	0	0
8.415	1	2	842	6	2	28	9422	0	0
8.416	1	1	842	7	1	28	9422	0	0
8.417	1	2	842	8	2	28	9422	0	0
8.419	1	1	842	10	1	28	9422	0	0
8.42	1	2	843	1	2	28	9422	0	0
8.421	1	1	843	2	1	28	9422	0	0
8.422	1	2	843	3	2	28	9422	0	0
8.423	1	1	843	4	1	28	9422	0	0
8.424	1	2	843	5	2	28	9422	0	0
8.425	1	1	843	6	1	28	9422	0	0
8.426	1	2	843	7	2	28	9422	0	0
8.428	1	1	843	9	1	28	9422	0	0
8.429	1	2	843	10	2	28	9422	0	0
8.43	1	1	844	1	1	28	9422	0	0
8.431	1	2	844	2	2	28	9422	0	0
8.432	1	1	844	3	1	28	9422	0	0
8.433	1	2	844	4	2	28	9422	0	0
8.434	1	1	844	5	1	28	9422	0	0
8.435	1	2	844	6	2	28	9422	0	0
8.437	1	1	844	8	1	28	9422	0	0
8.438	1	2	844	9	2	28	9422	0	0
8.439	1	1	844	10	1	28	9422	0	0
8.44	1	2	845	1	2	28	9422	0	0
8.441	1	1	845	2	1	28	9422	0	0
8.442	1	2	845	3	2	28	9422	0	0
8.443	1	1	845	4	1	28	9422	0	0
8.444	1	2	845	5	2	28	9422	0	0
8.446	1	1	845	7	1	28	9422	0	0
8.447	1	2	845	8	2	28	9422	0	0
8.448	1	1	845	9	1	28	9422	0	0
8.449	1	2	845	10	2	28	9422	0	0
8.45	1	1	846	1	1	28	9422	0	0
8.451	1	2	846	2	2	28	9422	0	0
8.452	1	1	846	3	1	28	9422	0	0
8.453	1	2	846	4	2	28	9422	0	0
8.454	1	1	846	5	1	28	9422	0	0
8.455	1	2	846	6	2	28	9422	0	0
8.457	1	1	846	8	1	28	9422	0	0
8.458	1	2	846	9	2	28	9422	0	0
8.459	1	1	846	10	1	28	9422	0	0
8.46	1	2	847	1	2	28	9422	0	0
8.461	1	1	847	2	1	28	9422	0	0
8.462	1	2	847	3	2	28	9422	0	0
8.463	1	1	847	4	1	28	9422	0	0
8.464	1	2	847	5	2	28	9422	0	0
8.466	1	1	847	7	1	28	9422	0	0
8.467	1	2	847	8	2	28	9422	0	0
8.468	1	1	847	9	1	28	9422	0	0
8.469	1	2	847	10	2	28	9422	0	0
8.47	1	1	848	1	1	28	9422	0	0
8.471	1	2	848	2	2	28	9422	0	0
8.472	1	1	848	3	1	28	9422	0	0
8.473	1	2	848	4	2	28	9422	0	0
8.475	1	1	848	6	1	28	9422	0	0
8.476	1	2	848	7	2	28	9422	0	0
8.477	1	1	848	8	1	28	9422	0	0
8.478	1	2	848	9	2	28	9422	0	0
8.479	1	1	848	10	1	28	9422	0	0
8.48	1	2	849	1	2	28	9422	0	0
8.481	1	1	849	2	1	28	9422	0	0
8.482	1	2	849	3	2	28	9422	0	0
8.484	1	1	849	5	1	28	9422	0	0
8.485	1	2	849	6	2	28	9422	0	0
8.486	1	1	849	7	1	28	9422	0	0
8.487	1	2	849	8	2	28	9422	0	0
8.488	1	1	849	9	1	28	9422	0	0
8.489	1	2	849	10	2	28	9422	0	0
8.49	1	1	850	1	1	28	9422	0	0
8.491	1	2	850	2	2	28	9422	0	0
8.493	1	1	850	4	1	28	9422	0	0
8.494	1	2	850	5	2	28	9422	0	0
8.495	1	1	850	6	1	28	9422	0	0
8.496	1	2	850	7	2	28	9422	0	0
8.497	1	1	850	8	1	28	9422	0	0
8.498	1	2	850	9	2	28	9422	0	0
8.499	1	1	850	10	1	28	9422	0	0
8.5	1	2	851	1	2	28	9422	0	0
8.502	1	1	851	3	1	28	9422	0	0
8.503	1	2	851	4	2	28	9422	0	0
8.504	1	1	851	5	1	28	9422	0	0
8.505	1	2	851	6	2	28	9422	0	0
8.506	1	1	851	7	1	28	9422	0	0
8.507	1	2	851	8	2	28	9422	0	0
8.508	1	1	851	9	1	28	9422	0	0
8.509	1	2	851	10	2	28	9422	0	0
8.51	1	1	852	1	1	28	9422	0	0
8.511	1	2	852	2	2	28	9422	0	0
8.513	1	1	852	4	1	28	9422	0	0
8.514	1	2	852	5	2	28	9422	0	0
8.515	1	1	852	6	1	28	9422	0	0
8.516	1	2	852	7	2	28	9422	0	0
8.517	1	1	852	8	1	28	9422	0	0
8.518	1	2	852	9	2	28	9422	0	0
8.519	1	1	852	10	1	28	9422	0	0
8.52	1	2	853	1	2	28	9422	0	0
8.522	1	1	853	3	1	28	9422	0	0
8.523	1	2	853	4	2	28	9422	0	0
8.524	1	1	853	5	1	28	9422	0	0
8.525	1	2	853	6	2	28	9422	0	0
8.526	1	1	853	7	1	28	9422	0	0
8.527	1	2	853	8	2	28	9422	0	0
8.528	1	1	853	9	1	28	9422	0	0
8.529	1	2	853	10	2	28	9422	0	0
8.531	1	1	854	2	1	28	9422	0	0
8.532	1	2	854	3	2	28	9422	0	0
8.533	1	1	854	4	1	28	9422	0	0
8.534	1	2	854	5	2	28	9422	0	0
8.535	1	1	854	6	1	28	9422	0	0
8.536	1	2	854	7	2	28	9422	0	0
8.537	1	1	854	8	1	28	9422	0	0
8.538	1	2	854	9	2	28	9422	0	0
8.54	1	1	855	1	1	28	9422	0	0
8.541	1	2	855	2	2	28	9422	0	0
8.542	1	1	855	3	1	28	9422	0	0
8.543	1	2	855	4	2	28	9422	0	0
8.544	1	1	855	5	1	28	9422	0	0
8.545	1	2	855	6	2	28	9422	0	0
8.546	1	1	855	7	1	28	9422	0	0
8.547	1	2	855	8	2	28	9422	0	0
8.549	1	1	855	10	1	28	9422	0	0
8.55	1	2	856	1	2	28	9422	0	0
8.551	1	1	856	2	1	28	9422	0	0
8.552	1	2	856	3	2	28	9422	0	0
8.553	1	1	856	4	1	28	9422	0	0
8.554	1	2	856	5	2	28	9422	0	0
8.555	1	1	856	6	1	28	9422	0	0
8.556	1	2	856	7	2	28	9422	0	0
8.558	1	1	856	9	1	28	9422	0	0
8.559	1	2	856	10	2	28	9422	0	0
8.56	1	1	857	1	1	28	9422	0	0
8.561	1	2	857	2	2	28	9422	0	0
8.562	1	1	857	3	1	28	9422	0	0
8.563	1	2	857	4	2	28	9422	0	0
8.564	1	1	857	5	1	28	9422	0	0
8.565	1	2	857	6	2	28	9422	0	0
8.566	1	1	857	7	1	28	9422	0	0
8.567	1	2	857	8	2	28	9422	0	0
8.569	1	1	857	10	1	28	9422	0	0
8.57	1	2	858	1	2	28	9422	0	0
8.571	1	1	858	2	1	28	9422	0	0
8.572	1	2	858	3	2	28	9422	0	0
8.573	1	1	858	4	1	28	9422	0	0
8.574	1	2	858	5	2	28	9422	0	0
8.575	1	1	858	6	1	28	9422	0	0
8.576	1	2	858	7	2	28	9422	0	0
8.578	1	1	858	9	1	28	9422	0	0
8.579	1	2	858	10	2	28	9422	0	0
8.58	1	1	859	1	1	28	9422	0	0
8.581	1	2	859	2	2	28	9422	0	0
8.582	1	1	859	3	1	28	9422	0	0
8.583	1	2	859	4	2	28	9422	0	0
8.584	1	1	859	5	1	28	9422	0	0
8.585	1	2	859	6	2	28	9422	0	0
8.587	1	1	859	8	1	28	9422	0	0
8.588	1	2	859	9	2	28	9422	0	0
8.589	1	1	859	10	1	28	9422	0	0
8.59	1	2	860	1	2	28	9422	0	0
8.591	1	1	860	2	1	28	9422	0	0
8.592	1	2	860	3	2	28	9422	0	0
8.593	1	1	860	4	1	28	9422	0	0
8.594	1	2	860	5	2	28	9422	0	0
8.596	1	1	860	7	1	28	9422	0	0
8.597	1	2	860	8	2	28	9422	0	0
8.598	1	1	860	9	1	28	9422	0	0
8.599	1	2	860	10	2	28	9422	0	0
8.6	1	1	861	1	1	28	9422	0	0
8.601	1	2	861	2	2	28	9422	0	0
8.602	1	1	861	3	1	28	9422	0	0
8.603	1	2	861	4	2	28	9422	0	0
8.605	1	1	861	6	1	28	9422	0	0
8.606	1	2	861	7	2	28	9422	0	0
8.607	1	1	861	8	1	28	9422	0	0
8.608	1	2	861	9	2	28	9422	0	0
8.609	1	1	861	10	1	28	9422	0	0
8.61	1	2	862	1	2	28	9422	0	0
8.611	1	1	862	2	1	28	9422	0	0
8.612	1	2	862	3	2	28	9422	0	0
8.614	1	1	862	5	1	28	9422	0	0
8.615	1	2	862	6	2	28	9422	0	0
8.616	1	1	862	7	1	28	9422	0	0
8.617	1	2	862	8	2	28	9422	0	0
8.618	1	1	862	9	1	28	9422	0	0
8.619	1	2	862	10	2	28	9422	0	0
8.62	1	1	863	1	1	28	9422	0	0
8.621	1	2	863	2	2	28	9422	0	0
8.622	1	1	863	3	1	28	9422	0	0
8.623	1	2	863	4	2	28	9422	0	0
8.625	1	1	863	6	1	28	9422	0	0
8.626	1	2	863	7	2	28	9422	0	0
8.627	1	1	863	8	1	28	9422	0	0
8.628	1	2	863	9	2	28	9422	0	0
8.629	1	1	863	10	1	28	9422	0	0
8.63	1	2	864	1	2	28	9422	0	0
8.631	1	1	864	2	1	28	9422	0	0
8.632	1	2	864	3	2	28	9422	0	0
8.634	1	1	864	5	1	28	9422	0	0
8.635	1	2	864	6	2	28	9422	0	0
8.636	1	1	864	7	1	28	9422	0	0
8.637	1	2	864	8	2	28	9422	0	0
8.638	1	1	864	9	1	28	9422	0	0
8.639	1	2	864	10	2	28	9422	0	0
8.64	1	1	865	1	1	28	9422	0	0
8.641	1	2	865	2	2	28	9422	0	0
8.643	1	1	865	4	1	28	9422	0	0
8.644	1	2	865	5	2	28	9422	0	0
8.645	1	1	865	6	1	28	9422	0	0
8.646	1	2	865	7	2	28	9422	0	0
8.647	1	1	865	8	1	28	9422	0	0
8.648	1	2	865	9	2	28	9422	0	0
8.649	1	1	865	10	1	28	9422	0	0
8.65	1	2	866	1	2	28	9422	0	0
8.652	1	1	866	3	1	28	9422	0	0
8.653	1	2	866	4	2	28	9422	0	0
8.654	1	1	866	5	1	28	9422	0	0
8.655	1	2	866	6	2	28	9422	0	0
8.656	1	1	866	7	1	28	9422	0	0
8.657	1	2	866	8	2	28	9422	0	0
8.658	1	1	866	9	1	28	9422	0	0
8.659	1	2	866	10	2	28	9422	0	0
8.661	1	1	867	2	1	28	9422	0	0
8.662	1	2	867	3	2	28	9422	0	0
8.663	1	1	867	4	1	28	9422	0	0
8.664	1	2	867	5	2	28	9422	0	0
8.665	1	1	867	6	1	28	9422	0	0
8.666	1	2	867	7	2	28	9422	0	0
8.667	1	1	867	8	1	28	9422	0	0
8.668	1	2	867	9	2	28	9422	0	0
8.67	1	1	868	1	1	28	9422	0	0
8.671	1	2	868	2	2	28	9422	0	0
8.672	1	1	868	3	1	28	9422	0	0
8.673	1	2	868	4	2	28	9422	0	0
8.674	1	1	868	5	1	28	9422	0	0
8.675	1	2	868	6	2	28	9422	0	0
8.676	1	1	868	7	1	28	9422	0	0
8.677	1	2	868	8	2	28	9422	0	0
8.678	1	1	868	9	1	28	9422	0	0
8.679	1	2	868	10	2	28	9422	0	0
8.681	1	1	869	2	1	28	9422	0	0
8.682	1	2	869	3	2	28	9422	0	0
8.683	1	1	869	4	1	28	9422	0	0
8.684	1	2	869	5	2	28	9422	0	0
8.685	1	1	869	6	1	28	9422	0	0
8.686	1	2	869	7	2	28	9422	0	0
8.687	1	1	869	8	1	28	9422	0	0
8.688	1	2	869	9	2	28	9422	0	0
8.69	1	1	870	1	1	28	9422	0	0
8.691	1	2	870	2	2	28	9422	0	0
8.692	1	1	870	3	1	28	9422	0	0
8.693	1	2	870	4	2	28	9422	0	0
8.694	1	1	870	5	1	28	9422	0	0
8.695	1	2	870	6	2	28	9422	0	0
8.696	1	1	870	7	1	28	9422	0	0
8.697	1	2	870	8	2	28	9422	0	0
8.699	1	1	870	10	1	28	9422	0	0
8.7	1	2	871	1	2	28	9422	0	0
8.701	1	1	871	2	1	28	9422	0	0
